"","Nutzer","Frage","Zeitpunkt","Antwort","Gewicht","Alter","Geschlecht","Bevölkerungsdichte","Kaufkraft","Berufliche.Stellung","Berufsbildung","Beschäftigungsstatus","Familienstand","Kinder.im.Haushalt","Ost_West","Religion","Bildungsabschluss","Ontic","ontic_bin","CDU.CSU","SPD","Grüne","FDP","AfD","Linke","Sonntagsfrage"
"865","36ddfc14568fa2f1fdf4dd971daf0973f699dc85","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin noch nicht fest entschieden",0.475392588664191,"50 - 64","Frauen","Hoch","Sehr hoch","Angestellter","Studium oder höher","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"866","36efb9595bfb8525873814d29e21d11c941ca324","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin noch nicht fest entschieden",0.544692103249532,"50 - 64","Männer","Hoch","Niedrig","Beamter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"867","371c12dc753ea8057784b5848cf82fabda7d3fa5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.379810565919458,"50 - 64","Männer","Hoch","Niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"868","372bf940ee968d9e6e04c4551e0e028701f45f2e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin schon fest entschieden",0.628206442504873,"65 +","Männer","Niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"869","373f543aef6678c733e18029ab3ab362ad6d5a7f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-29","Bin schon fest entschieden",0.719066881887946,"50 - 64","Männer","Niedrig","Mittel","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"870","3743b99095e73f88b626a6b1f7ae5316c2964916","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin schon fest entschieden",2.37827202526234,"30 - 39","Frauen","Mittel","Mittel","Angestellter","Studium oder höher","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0,"AfD"
"871","3751f83fcf87304b204fe66536c850b47218c62f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.549558084519843,"50 - 64","Männer","Hoch","Sehr hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"872","3754a934bfe0a783d4ba20eff93004907c928c50","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin noch nicht fest entschieden",0.48840340156112,"65 +","Frauen","Mittel","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"873","3767605692f994de338ad7fb647a84ad3150395b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin schon fest entschieden",1.06985472351042,"65 +","Frauen","Hoch","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"874","378a08d802f80213e972d4dd68007290b1f87e8c","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.57959758367804,"50 - 64","Männer","Mittel","Hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"875","3798629d64485725b2cf22c28b15e4799a9d34ee","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",0.398517493722146,"65 +","Frauen","Mittel","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"876","37a538f1184ed144b60fd983fa5d317f5d8974f9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",0.523073323923286,"50 - 64","Männer","Hoch","Mittel","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"877","37aac4bb8dba0504616d7a4592b3ec58f9af20d2","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",0.834941201311895,"65 +","Männer","Mittel","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"878","37b63a93b60ef2c465207fdf6550bc84d4b82a60","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin schon fest entschieden",0.557511512571096,"50 - 64","Frauen","Mittel","Sehr hoch","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"879","37c2323fa48e5ed90bb033843637d2bd3f447461","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.11800151766846,"50 - 64","Männer","Mittel","Hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"880","37d54a39fdcdefd0424dac3161fb643d6c2cc74f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.724293894431697,"50 - 64","Frauen","Niedrig","Sehr hoch","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"881","37d96481878ba29216bfecc95477fd4c9b2bd736","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin schon fest entschieden",1.19331994292833,"18 - 29","Männer","Sehr hoch","Niedrig","Nicht berufstätig","Noch in Ausbildung","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"882","38225d11b759e22362bfc2370f787bb94f68141a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin noch nicht fest entschieden",0.81790506444897,"65 +","Männer","Hoch","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD-.-Grüne",1,0,1,1,0,0,0,"SPD"
"883","382a43b6b8ac0aa4d10e18ad1d27a27400118618","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin noch nicht fest entschieden",1.18935098317362,"65 +","Frauen","Mittel","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","SPD-.-Grüne",1,0,1,1,0,0,0,"SPD"
"884","383dc8a4377d8abac6d6e2ec78691f34bdd66a03","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",0.872290903479901,"50 - 64","Frauen","Niedrig","Hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"885","3853e354af802007aabfdb96bdaf6c28dff9ac08","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",0.407654671557131,"50 - 64","Männer","Niedrig","Sehr hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"886","3864d3cb0fdbc0b4ffd99383955d0dcef75b8639","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin schon fest entschieden",0.450710897265693,"50 - 64","Frauen","Sehr hoch","Sehr niedrig","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Eine andere","Mittlere Reife","Grüne",0,0,0,1,0,0,0,"Grüne"
"887","38745780366bd5275164489ca99e8b69f72c7946","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Keine Angabe",0.892613871960078,"65 +","Frauen","Sehr hoch","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Evangelisch","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"888","388e824baa1569ef8525b212e25fc9eddba3b487","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin schon fest entschieden",2.46238419435744,"40 - 49","Frauen","Niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"889","38aefa37cc7dbcc77d8ce65b8988f7e4b3527c76","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",0.885636017131081,"50 - 64","Frauen","Niedrig","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"890","38bb36a73fb5bfad29ab8c39867d4a33411435e0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",0.469907792488689,"50 - 64","Frauen","Hoch","Sehr hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Eine andere","Mittlere Reife","Linke",0,0,0,0,0,0,1,"Linke"
"891","38e4cec776dc376bf2864aa9b3b9728381755b46","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin schon fest entschieden",0.962211189614363,"50 - 64","Frauen","Niedrig","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"892","3908e5b9a73b0264cf9cbe42b3ed741e52cb466f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin schon fest entschieden",1.68906271135429,"65 +","Frauen","Niedrig","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"893","39208f0d87fcf2bfb4cd2b315e1e4bc999b8dd9d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin schon fest entschieden",1.04370791232868,"65 +","Männer","Mittel","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"894","3922ecada657a0dd313f46a21c3ef3e2d5439ca5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-29","Bin schon fest entschieden",0.962746805130365,"65 +","Männer","Mittel","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"895","3928bed343a8e6b559ec6471ca5957e9b3a7900b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.441476237405339,"50 - 64","Männer","Hoch","Sehr hoch","Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"896","3945a9755d1ba3706269f5fc52763ee1230cc802","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin schon fest entschieden",0.688283606160823,"50 - 64","Frauen","Hoch","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"897","395128f5edeb745e0568d05c8edeb400ce4a72e9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin schon fest entschieden",2.76737428931801,"30 - 39","Frauen","Mittel","Hoch","Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"898","396076b29ca6edc61f1ac97446d3b556bab1b08a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin schon fest entschieden",0.288879376936168,"50 - 64","Männer","Hoch","Mittel","Selbstständig","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","AfD",0,0,0,0,0,1,0,"AfD"
"899","3964f53faacb69e320fb456a77e16bbb757800a3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin noch nicht fest entschieden",0.6989720049093,"50 - 64","Frauen","Hoch","Mittel","Selbstständig","Studium oder höher","Selbstständige","Geschieden","Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"900","396940838f92fa2689b30adb647311bf375d82f1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin schon fest entschieden",1.03193804470509,"65 +","Männer","Mittel","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"901","396f46a9d682d369b338a4e651351a7557d4998e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.81790506444897,"65 +","Männer","Hoch","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"902","39877d63eb1e18a8b23b6cbedeb736dfdaa1fd7d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin schon fest entschieden",0.402164918329045,"65 +","Frauen","Mittel","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","Grüne",0,0,0,1,0,0,0,"Grüne"
"903","399d6f8b58386ffefa15dc4abd1d6ad709f181d3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin schon fest entschieden",0.365715086929606,"50 - 64","Männer","Sehr hoch","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Hauptschule / kein Abschluss","SPD",0,0,1,0,0,0,0,"SPD"
"904","39d52b4a46d93c9bb9a75b50cf6389a90848e7e7","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.210079605144694,"50 - 64","Männer","Hoch","Sehr hoch","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"905","39d88745b3aa15c3ae68b3b800b035acb87e9620","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin schon fest entschieden",0.865643172878031,"50 - 64","Frauen","Sehr niedrig","Sehr niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"906","39ec1aa8ca6d7bb8066a44aa1aadf92c95891de1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",0.414636951711864,"50 - 64","Frauen","Hoch","Niedrig","Nicht berufstätig","Studium oder höher","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Eine andere","Abitur","Linke",0,0,0,0,0,0,1,"Linke"
"907","3a04bcbd976637ff945e4076355ba3314c2634eb","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin noch nicht fest entschieden",0.253408735343752,"50 - 64","Frauen","Sehr hoch","Sehr hoch","Selbstständig","Studium oder höher","Selbstständige","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"908","3a2b0e4d0f84a194954ba76401cc17f3200e8424","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-23","Bin schon fest entschieden",1.11177445075458,"65 +","Männer","Mittel","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"909","3a47569351c363b52323474f2a0d3eb7bdf7267d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-23","Bin schon fest entschieden",0.540720492256384,"50 - 64","Frauen","Hoch","Sehr hoch","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"910","3a56dc8cf9c1f490e2b30b3997402553da69b258","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-23","Bin schon fest entschieden",0.79844894787427,"40 - 49","Frauen","Sehr hoch","Sehr hoch","Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"911","3a669ff8f3b47620f2988fcc839d5d5ffbff082c","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin schon fest entschieden",1.07537024588535,"40 - 49","Männer","Hoch","Sehr hoch","Selbstständig","Noch in Ausbildung","Selbstständige","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"912","3a8fe1f4532493de00c47d9e8c5f8c7b1f71fbb9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin schon fest entschieden",0.896429887836782,"65 +","Männer","Sehr niedrig","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1,"Linke"
"913","3aaaa3abcbeb20f53429bfdc3882eab9c903857e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",0.591690646229849,"50 - 64","Männer","Hoch","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","AfD",0,0,0,0,0,1,0,"AfD"
"914","3aad2a7bb03badd4ed146185e34fbb0bf91a855f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",0.871100495531601,"65 +","Frauen","Sehr hoch","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"915","3aaffa063ce84c3bde51b6fac05f0deb0e55a911","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin schon fest entschieden",0.547905749233685,"50 - 64","Männer","Hoch","Niedrig","Arbeiter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"916","3ab2ede38e9bf5ea2371afacf43794c958504d17","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin noch nicht fest entschieden",1.47515149379926,"65 +","Frauen","Mittel","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU-.-FDP",1,1,0,0,1,0,0,"CDU/CSU"
"917","3ae6e53986f6e991ce7dc84f5b8965d2f7d22a88","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin noch nicht fest entschieden",0.66284128203256,"50 - 64","Frauen","Mittel","Sehr hoch","Selbstständig","Studium oder höher","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU-.-FDP",1,1,0,0,1,0,0,"CDU/CSU"
"918","3afa04025feae4cef46078399f3fffd0601402b4","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin schon fest entschieden",1.04906632597963,"50 - 64","Frauen","Sehr niedrig","Sehr niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0,"Grüne"
"919","3b0d906805b314cd893df21651fe055c87c0f238","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin schon fest entschieden",1.02961367811495,"65 +","Frauen","Mittel","Sehr hoch","Angestellter","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"920","3b27325681c7834e6ecce9edc769eecf0a5882c8","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.254798048478447,"50 - 64","Männer","Sehr hoch","Sehr niedrig","Angestellter","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"921","3b454df5a593b5c0e0ecaa052e13cc0f4b3eab7b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin schon fest entschieden",1.50861202369075,"65 +","Männer","Sehr niedrig","Sehr niedrig","Nicht berufstätig","Studium oder höher","Rentner","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"922","3b590312b26ac567cf7163413cc92f3b3d9b156f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin schon fest entschieden",0.963499002458311,"65 +","Männer","Mittel","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"923","3b7d60bcb3c799f90f9be385e7fb72af5a167739","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",0.31668716343286,"65 +","Männer","Sehr niedrig","Sehr hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"924","3b891ff8a0b43b274d17ddfc54d32d6ddfe0521a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin noch nicht fest entschieden",1.35739081334665,"50 - 64","Männer","Niedrig","Mittel","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","CDU/CSU-.-FDP",1,1,0,0,1,0,0,"CDU/CSU"
"925","3b8fd54d48d778bd9a05f9a9a50d14e09152816a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-22","Bin schon fest entschieden",0.728014305227346,"50 - 64","Männer","Niedrig","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Evangelisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
