"","Nutzer","Frage","Zeitpunkt","Antwort","Alter","Geschlecht","Bevölkerungsdichte","Kaufkraft","Berufliche.Stellung","Berufsbildung","Beschäftigungsstatus","Familienstand","Kinder.im.Haushalt","Ost_West","Religion","Bildungsabschluss","Ontic","ontic_bin","CDU/CSU","SPD","Grüne","FDP","AfD","Linke"
"1339","8405a6705197d4e20da9e5e61e6518463b08b196","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Mittel","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"1340","7665a9f341970c4b2d2f4af2528b9d36e4102b55","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Niedrig","Hoch","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0
"1341","6bb2584e83e756ff456682190420445fa8f90dcf","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Niedrig","Hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1342","f257699526ed46703780fb4c509a5c79d7390641","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Niedrig","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0
"1343","cfbc94292e8b058c9229803e3ab8a14acb2477ef","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","18 - 29","Männer","Hoch","Sehr niedrig","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Osten","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Grüne",0,0,0,1,0,0,0
"1344","d7404fa94ea3c7ebc1e3214882b01183268a8964","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Niedrig","Sehr hoch","Beamter","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0
"1345","e13ed56e87af0b6ca7f5870ce3cb6b1e87f03a88","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Niedrig","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1
"1346","189d698588a32f0a2f13fbc658319ff59b6e3f48","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Sehr hoch","Hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","Grüne",0,0,0,1,0,0,0
"1347","12b0b51cf236e4773c0275f06bb7e827686566ee","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Mittel","Sehr hoch","Selbstständig","Berufsausbildung","Selbstständige","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0
"1348","43cc9116a2b2514de5ec966d5c8bf0f56073487c","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Niedrig","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1349","1dccf3fc3da6c1dc739f1875f1fbbd03fde6795c","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Sehr hoch","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1350","58150c5d039ac219bd6c70ba27e49ab7cee27ac8","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Hoch","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"1351","2a03b552d102c3d0b675aba612b5de6065b5606a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Sehr niedrig","Mittel","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0
"1352","67e675ac236f12c8ad1b4234e49c882cf3e9142e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Hoch","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1353","e1b00b457de15c9af3142ca1acc181b7ba95acbd","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","40 - 49","Männer","Hoch","Niedrig","Selbstständig","Studium oder höher","Studenten","Ledig","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1354","a6ee62a252893875239db9073fb81e46c781841a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Mittel","Mittel","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1355","d5feefcc48f1e866767e4258c7b1841ac1d121c6","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Niedrig","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1356","3cff80aae16b8853e5d2b1180e36bbed40b2871b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Niedrig","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"1357","d808e69086df7483030c99dd35456602ddaa9c1c","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","40 - 49","Männer","Hoch","Hoch","Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1358","4a1d0c37066e36120042ff5b03964d32cc2f1fc5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Hoch","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1359","fcca72bfcf1694562e1bdc82719444db87723fa3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","40 - 49","Männer","Hoch","Sehr niedrig","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1360","3edf8eb7eea6154f987bf7fa6da083d5589fb0c4","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Mittel","Sehr hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1361","b99acf5fb900902f4971c2448eb519c1922b5642","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Sehr hoch","Niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"1362","c005f04368d6856fe83a825693c119418926533b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Mittel","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0
"1363","7548eb7cfd404e47858251db68a32dbf87bb3052","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","30 - 39","Männer","Niedrig","Sehr niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Osten","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1364","b0bdb5e00311fe0d66453288e7401c04c27213e6","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Mittel","Niedrig","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","Linke",0,0,0,0,0,0,1
"1365","c3c86f512b8aadd553f693a63607ba28ca78b5fd","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Niedrig","Niedrig","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1366","557ad8e729eb86313fe7bfce2b0163993d341a56","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","18 - 29","Frauen","Sehr hoch","Niedrig","Angestellter","Noch in Ausbildung","Studenten","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1367","00bac060717aaa44283645a94eb587ea7f036db3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","18 - 29","Männer","Hoch","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Eine andere","Abitur","Linke",0,0,0,0,0,0,1
"1368","d9e19c21979cab44d043e8a6d01a40615787dd7d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Sehr niedrig","Niedrig","Selbstständig","Studium oder höher","Selbstständige","Geschieden","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0
"1369","78bf1000ae7d1d98de007c70b4baa6b511a2dfc8","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Sehr niedrig","Niedrig","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Eine andere","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0
"1370","f128c51fa381209a1e76cb4d574527640cc1ab1e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Sehr hoch","Sehr hoch","Selbstständig","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"1371","2dbc2a137b75d175d6aaeb8ed4db87a0a2f7343e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","18 - 29","Männer","Niedrig","Niedrig","Arbeiter","Noch in Ausbildung","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0
"1372","1284c85cedfb1079efeba475697799341bcb6bca","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Männer","Mittel","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"1373","8da4618d79deca1c795e32b3a7e0dd34d9551c8a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Männer","Niedrig","Niedrig","Beamter","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1374","1bf4b433f02409d000e0b1c6b4de82e4b4bb24d8","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","SPD",0,0,1,0,0,0,0
"1375","178418707b2daecad077e1a15da67e0941c96998","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","65 +","Frauen","Hoch","Hoch","Selbstständig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1376","0f4497722af5018c2006bcd47fb089e143e73266","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Hoch","Sehr hoch","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1377","d032e2874e9defd9d724a42c532c1df2e6031d6f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","50 - 64","Frauen","Mittel","Sehr hoch","Beamter","Studium oder höher","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1378","833a9aaf3d045b5f0679dadc41d4f31e3be158da","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-13","Bin schon fest entschieden","30 - 39","Männer","Hoch","Sehr niedrig","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1379","065ce5501106bd0a3beeceba123aeaa74ca961f1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Frauen","Sehr niedrig","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Hauptschule / kein Abschluss","AfD",0,0,0,0,0,1,0
"1380","eb6bba42d2eb309fe1fa449136d555a62953455f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","40 - 49","Frauen","Mittel","Mittel","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1
"1381","b0b5bb437d7a447693a6f02f5eb78c8b25926fce","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Männer","Hoch","Hoch","Nicht berufstätig","Weiß nicht / keine Angabe","Rentner","Weiß nicht / keine Angabe","Keine Kinder im Haushalt","Westen","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","SPD",0,0,1,0,0,0,0
"1382","285894850135b343ea6c92642c0ec622df595a81","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Männer","Mittel","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"1383","f8369034cbb83b8309af2802905dee42a14f92c5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","30 - 39","Männer","Mittel","Sehr hoch","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1384","c9d072cfaf790238ab1e2936bb1a128208f3aae9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Männer","Sehr niedrig","Niedrig","Angestellter","Berufsausbildung","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0
"1385","39e02481547ebf78f814686b3844cfa6b997016b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Frauen","Niedrig","Sehr niedrig","Weiß nicht / keine Angabe","Berufsausbildung","Rentner","Geschieden","Kinder im Haushalt","Osten","Evangelisch","Abitur","AfD",0,0,0,0,0,1,0
"1386","c3abecc2aee1d5efe8d78d1159d3d00995959b99","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","30 - 39","Frauen","Niedrig","Sehr niedrig","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Geschieden","Keine Kinder im Haushalt","Osten","Eine andere","Abitur","AfD",0,0,0,0,0,1,0
"1387","b1768a682eddfd618a143704839443c6ff69bf35","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","18 - 29","Frauen","Niedrig","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Sonstige",0,0,0,0,0,0,0
"1388","707f939fa7ee99643a797354841541abc7be4a31","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","30 - 39","Frauen","Niedrig","Mittel","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"1389","967935a342bac4eb6bc2bcf36571f9b4d5969f3b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","65 +","Männer","Mittel","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"1390","f7ea30a6c43280e497690ab43854ff47d0c76814","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Frauen","Niedrig","Sehr niedrig","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Rentner","Weiß nicht / keine Angabe","Keine Kinder im Haushalt","Westen","Weiß nicht / keine Angabe","Hauptschule / kein Abschluss","SPD",0,0,1,0,0,0,0
"1391","ebf3e737f19752247e0255c7a73ca2719767a7f9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","18 - 29","Männer","Mittel","Hoch","Nicht berufstätig","Ohne Abschluss","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Hauptschule / kein Abschluss","SPD",0,0,1,0,0,0,0
"1392","1efae63c43e8569ee9538ea9dd66fe1933260681","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","40 - 49","Männer","Niedrig","Mittel","Selbstständig","Berufsausbildung","Selbstständige","Ledig","Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","SPD",0,0,1,0,0,0,0
"1393","927a1634c1cbb9173b511b03852a6cb8c1a0f52b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","40 - 49","Frauen","Mittel","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"1394","e02e0f9d351226bef74b4bc136b3dea3ad2296f9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","18 - 29","Frauen","Mittel","Sehr hoch","Angestellter","Weiß nicht / keine Angabe","Arbeitnehmer","Weiß nicht / keine Angabe","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","AfD",0,0,0,0,0,1,0
"1395","5826bdc2822afb41dd27fe2c029f846274666f47","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","65 +","Frauen","Mittel","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Hauptschule / kein Abschluss","Grüne",0,0,0,1,0,0,0
"1396","5b6a8fc1cd0a63a16f0e2fe8ce2ef03b872ffb13","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","40 - 49","Männer","Mittel","Sehr hoch","Arbeiter","Berufsausbildung","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","FDP",0,0,0,0,1,0,0
"1397","dda5c48773c8ddb3a8431800c3b88dceb2223c30","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Frauen","Niedrig","Sehr niedrig","Angestellter","Studium oder höher","Rentner","Geschieden","Keine Kinder im Haushalt","Osten","Evangelisch","Mittlere Reife","SPD",0,0,1,0,0,0,0
"1398","47a0dc91121f3cd340cd6b3a58f32c34008781e9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","18 - 29","Frauen","Hoch","Sehr niedrig","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Weiß nicht / keine Angabe","AfD",0,0,0,0,0,1,0
"1399","6bf09a94b5de7ac0dc762739e1579fa6fd76a7c5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","18 - 29","Männer","Hoch","Hoch","Nicht berufstätig","Studium oder höher","Studenten","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"1400","853f2cbd731fcbb9ff6e6b3742a737a84f4bb2bd","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","30 - 39","Männer","Hoch","Sehr hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","FDP",0,0,0,0,1,0,0
"1401","b9b2863bc83164a3dc30bdb295a319f8a82fba9a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Männer","Mittel","Mittel","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"1402","b7259cd0d8411284ec3f01f8394ffb75438d9dfe","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Frauen","Hoch","Hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"1403","6f1da050765e86001fc96a4ac6962c8094761c91","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","18 - 29","Männer","Niedrig","Niedrig","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0
"1404","528e7a6a261282eca6687973fdeca1fa64236ad7","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-07-12","Bin schon fest entschieden","50 - 64","Männer","Sehr niedrig","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0
