Nutzer,Frage,Zeitpunkt,Antwort,Gewicht,Alter,Geschlecht,Bevölkerungsdichte,Kaufkraft,Berufliche Stellung,Berufsbildung,Beschäftigungsstatus,Familienstand,Kinder im Haushalt,Ost_West,Religion,Bildungsabschluss,Sonntagsfrage
1cda536466c00afcf9bff640745ff334252648e3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.52951076102670402,50 - 64,Frauen,Mittel,Sehr hoch,Arbeiter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Nichtwähler
70c6a2a37ad0a4ca52df6cd09f8eb5407ff62696,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.7172519090040801,65 +,Männer,Mittel,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,SPD
562295f08eb09deffff6f22cae1d8d50396b3753,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.0936236270811901,50 - 64,Männer,Niedrig,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,Grüne
975088afe13678f4b92b4be5bb5124a5db9c3a2a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.4604354350861499,65 +,Frauen,Niedrig,Sehr hoch,Beamter,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,Nichtwähler
5a74a3c648329685cbede429a8fd2dd15edbc315,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.44864938308959201,50 - 64,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,Sonstige
0377c8519569dabd3bff697ac1648795bb34e8da,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.42959881975391,65 +,Frauen,Niedrig,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
8a0955e04aaee26873230471d3baf01c1d4f99bf,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.46731752966579998,65 +,Frauen,Sehr niedrig,Sehr hoch,Selbstständig,Studium oder höher,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,AfD
fb295c3394dc6e63f5af0c42d8abd3831d3b80d7,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.56007956323531904,50 - 64,Frauen,Niedrig,Sehr niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Eine andere,Abitur,AfD
a4aaa14420ec62d3389b71624b6b1578e4c3298d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.65054851788392298,50 - 64,Männer,Hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,AfD
f6578bf6d6a99c0eaa19843a8db1e63b3b6c2850,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,2.3454012688045802,30 - 39,Frauen,Hoch,Mittel,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
c1376ccf79b386dc4a6788f811e4d47ca5893ff0,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.36777752281456799,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
352aeb26120a7ae8065bc8af04f44ca593bd4c48,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.74501428302113004,50 - 64,Frauen,Mittel,Hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
41b17b18a1e109084e9feaba5926647293c8ec63,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.87354212432378098,50 - 64,Frauen,Niedrig,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
9b8120b495e0d9e9078ee53cba01004ffb9b4546,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.57657231606066,30 - 39,Männer,Hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
dc3af589968c37f8d33f5d885b7b81101cb17d41,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.62999979611078805,50 - 64,Männer,Niedrig,Hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
c637c64fad0b96bc90887bc9717609ca329b0052,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.92615262661496001,65 +,Männer,Niedrig,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,AfD
d808e69086df7483030c99dd35456602ddaa9c1c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.87355947643953902,40 - 49,Männer,Hoch,Hoch,Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
cac452ef18e0bc605e2b72126a8b01fe0e652ac3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.34691409479690799,50 - 64,Männer,Mittel,Sehr hoch,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Hauptschule / kein Abschluss,Sonstige
ccb96f351183bcddc1c00a313305561e1c624d63,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.69019968616500105,65 +,Frauen,Niedrig,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Linke
cfaa950f7fcfa09b1a8bc0232009963891f4e77e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.91225808817569098,65 +,Männer,Hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,CDU/CSU
aa9ca27c35f9e0b49d98b4330adde164c0bade88,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.47854844099696697,50 - 64,Frauen,Niedrig,Niedrig,Weiß nicht / keine Angabe,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,AfD
fbe68abdc58e75f967cdebe86f2e89e612f0f1b8,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.4444115228916801,65 +,Frauen,Mittel,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
ab7db467e54c3f59b37b2e30ccecefe3e4c97e14,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.67870694680308097,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
967817c980ecdf115eefd3e7b59a7d7394f3727a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.07394037391768,18 - 29,Frauen,Niedrig,Niedrig,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Studenten,Ledig,Keine Kinder im Haushalt,Osten,Konfessionslos,Weiß nicht / keine Angabe,FDP
2c2a65b03373c07b0c321a2df7714bee3e0aae21,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.5768806983271999,18 - 29,Männer,Niedrig,Niedrig,Beamter,Noch in Ausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,AfD
270b7289b4e3e4f513fb5169682e15380d8c84be,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.64862388345278,40 - 49,Männer,Niedrig,Hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
f0a6b94a90e03e33eb0969865d5f437c6ed38329,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.55722094650949705,65 +,Männer,Niedrig,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Sonstige
2cdfd96e45663bf3cea4e299ea9c250b6bdfb31d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.96095840894703399,50 - 64,Männer,Niedrig,Niedrig,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,AfD
f0ce0c9c84018d3b5dcb2340414b0c799c8f2b67,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.1845641629135999,30 - 39,Männer,Hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
a473318a4d540a63851b117aa230c8424222a8c3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.54323876263483994,50 - 64,Männer,Niedrig,Sehr hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
1ef797aa902943409d9bd2baab99ee5bc1bd2d79,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.81231223882124,65 +,Frauen,Niedrig,Niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
549717023de4427db736dde06ac7758aed00aa58,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.70073193179430504,50 - 64,Frauen,Mittel,Hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
4f8df99e46e3c1c730e1cfd4a7cfaa798d5c9d61,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.44465261775661302,50 - 64,Frauen,Hoch,Sehr hoch,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Westen,Konfessionslos,Abitur,Grüne
3d68683df5755d024a88984c726d22bf5fec5021,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,2.0162740352009898,40 - 49,Männer,Mittel,Sehr hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Sonstige
da87ee569f61ce0056aa5cce2674bd441248cf19,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.52709408346747599,50 - 64,Männer,Hoch,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Hauptschule / kein Abschluss,SPD
04e9465d4b673a1a7ef4ef1e72b69bc5c96760e1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.43502147023203303,50 - 64,Frauen,Sehr hoch,Sehr niedrig,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,CDU/CSU
f13a3f9c0a644e780bbca447cda192946c62f29f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.54885761277046197,50 - 64,Männer,Mittel,Hoch,Beamter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
4b4c0873a14d160739638a9cadd1c8cab22440da,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,3.5929562487099398,30 - 39,Frauen,Sehr niedrig,Mittel,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
1bce61f9c805c920d61453a9cb69ea4c05e3fc09,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.66777466475310399,50 - 64,Frauen,Mittel,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Geschieden,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,Linke
6d6ca22c9491c1a090cf256e8adaa33e0a79d6ff,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,2.8850994693636598,18 - 29,Frauen,Niedrig,Hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Sonstige
60d4e28779021eb2564fab8357c9cc99fbf96922,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.93275903155073303,65 +,Männer,Mittel,Hoch,Nicht berufstätig,Studium oder höher,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
31de89ede4a0177934af03196d2c1302b48e55e9,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.99887370720736801,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Ohne Abschluss,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Eine andere,Mittlere Reife,SPD
5a0d800322f1980fdabaf68272f1c1eecd022512,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.75406206528776298,50 - 64,Frauen,Hoch,Sehr hoch,Selbstständig,Studium oder höher,Selbstständige,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
d410288a273aac518269e014fc01fdab936746ad,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.36682060537170103,65 +,Männer,Sehr niedrig,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Hauptschule / kein Abschluss,Grüne
1b937e45ea8af0fe0a7e7ad9f4d4d647b095b325,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.68832691098036802,50 - 64,Männer,Niedrig,Mittel,Selbstständig,Studium oder höher,Selbstständige,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
87306e696ba99df7596e19704e477765c1aed4a1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.701234584024648,50 - 64,Frauen,Niedrig,Hoch,Nicht berufstätig,Studium oder höher,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
6104ba6462984b6c7a8eefcab26ab8b53d1e82df,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.15349444247226199,65 +,Männer,Sehr hoch,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,Grüne
92b5d804908a50b12f520e9d7b3caf09ae708238,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.195764842371417,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Hauptschule / kein Abschluss,Grüne
3f9f3bdb4fc914ec2f6ccab93302632102527839,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,4.2720387397975399,18 - 29,Männer,Niedrig,Niedrig,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Studenten,Weiß nicht / keine Angabe,Keine Kinder im Haushalt,Westen,Evangelisch,Weiß nicht / keine Angabe,Grüne
1e6beeb1ddc0a0ad6c54dd10d2942a76146ec474,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.66953524682481602,50 - 64,Männer,Niedrig,Mittel,Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,CDU/CSU
f6775d77ff3c7a87be7bb01dd6293165a82da9f2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.43774009704197198,50 - 64,Frauen,Sehr hoch,Sehr niedrig,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,SPD
ebe0311094dae8a17b2e7bb51d847ca3e374f681,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.59981574226642398,50 - 64,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,Grüne
e1e96607070a969fd718ce05f33e0363a1906af2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.51271400731062799,50 - 64,Männer,Hoch,Sehr niedrig,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,CDU/CSU
550cd6986925424941907592d0ed3a5faef62bf6,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.85489604622350301,50 - 64,Frauen,Niedrig,Mittel,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
97d54aa2637b9d8df513bc4d192faaf854616924,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.928798754467415,50 - 64,Frauen,Sehr niedrig,Sehr niedrig,Selbstständig,Berufsausbildung,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,FDP
a39e32b60d02342506a55169487e55a0e93cb189,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.76216537132062,40 - 49,Frauen,Hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Grüne
bac01588fee90a525f0120b29c10609825f2a96a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.32411747049464701,50 - 64,Frauen,Sehr hoch,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
c979d28679d3763a46006c7215d50cdd5f106e49,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.60744618757227997,50 - 64,Männer,Mittel,Sehr niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Katholisch,Abitur,CDU/CSU
58241ba1ed6ba548299a1dac9037a717427a2753,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.58278054773157995,65 +,Frauen,Sehr hoch,Niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Evangelisch,Abitur,CDU/CSU
7d90fcf1d16a0763c0b906a0291028aedbb6ae06,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.40548471726652702,50 - 64,Frauen,Sehr hoch,Niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,CDU/CSU
cd685285dce648166d7001278c046906e0b61cd1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.73309491729843002,50 - 64,Frauen,Mittel,Hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Eine andere,Abitur,CDU/CSU
117d87018a32595e2b70f84654f44411d01843bd,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.72361309715424205,65 +,Männer,Hoch,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,AfD
aa475322840a2e53aa643173b377c92533947a9a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.99887370720736801,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Evangelisch,Abitur,SPD
f55a54d5bf38d772f6209a68d89f9e65b60a49c5,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.56589504500642,40 - 49,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
7848ddcdaf6b66948d8c796ef1c1acafe5f4000d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.174792160177446,50 - 64,Männer,Sehr hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,SPD
9c6ec86600f5c64d91961f0d903c29db0417f722,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,4.4513605979375601,18 - 29,Frauen,Mittel,Mittel,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
089353e128d7ba44a9189cea21ed306179bee794,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.25151839717849001,50 - 64,Frauen,Sehr hoch,Mittel,Weiß nicht / keine Angabe,Berufsausbildung,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,AfD
1a98c21768bccefd51589460cb12fa6cc38fb175,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,0.60420612718692002,50 - 64,Frauen,Mittel,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,SPD
03aa22218e585bb094b7da1227ba2761b7a25e1d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-30,Bin schon fest entschieden,1.24521865002724,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
